titulo,Cidade,salario,descricao
Desenvolvedor de Software,Belo Horizonte,,"Projetar soluções em tecnologia de informação. Identificar problemas e oportunidades. Identificar perfil de usuários, identificar restrições e dificuldades de projeto, realizar pesquisas técnicas, validar novas tecnologias e aplicabilidade de pesquisas técnicas, identificar equipamentos e sistemas, avaliar custo e benefício de soluções, dimensionar recursos físicos, definir cronograma de trabalho, projetar aplicativos em linguagem de médio e alto nível, projetar módulos de equipamentos, criar protótipos. Codificar aplicativos, conectar aplicativos e equipamentos, testar solução projetada, alocar recursos, implantar solução projetada. Gerenciar ambiente operacional, definir ações de controle operacional e de recursos, monitorar nível de utilização de recursos. Elaborar documentação, descrever solução projetada, descrever métodos e processos de trabalho, registrar problemas, soluções e eventos (processos e intervenções), elaborar relatórios técnicos, organizar treinamento de usuários, elaborar material didático especificar recursos necessários para treinamento, ministrar treinamento preparar testes para avaliação de treinandos, avaliar eficácia de treinamento. Desenvolver os sistemas utilizando de práticas e procedimentos do mercado."
Desenvolvedor.NET,Belo Horizonte,,"Atuação com HTML5, JavaScript, manutenção e desenvolvimento de sites / intranet em ambiente corporativo. Utilização de MVC, ADO."
Desenvolvedor React Native,Brasília,,"Desenvolver aplicativos mobile para plataforma Android e IOS utilizando React Native, sendo responsáveis pelas boas práticas de Javascript/"
Desenvolvedor .NET,Salvador,,- Servidores internet (IIS);
Desenvolvedor Mobile,São Paulo,,"Somos uma software house atuando em diversos projetos e segmentos de mercado, temos grandes desafios pela frente e buscamos profissionais com vontade de aprender e somar ao nosso time para crescermos juntos!"
Desenvolvedor Front-End,Fortaleza,,"Programa, codifica e testa linguagens de programação, com base nos sistemas desenvolvidos pelos analistas. Executa a manutenção dos sistemas, fazendo eventuais correções necessárias, visando atender às necessidades dos usuários. Desenvolve os trabalhos de montagem, depuração e testes de programas, executando serviços de manutenção nos programas já desenvolvidos."
Desenvolvedor Full Stack,Belo Horizonte,,"Criação de novos sistemas, módulos e serviços"
Desenvolvedor WEB,Brasília,,"Elaboração artefatos de desenvolvimento de acordo com metodologia do cliente, realizar os Testes de SW, análise e projeto de SW orientado a objetos, modelagem de dados, versões de código-fonte e geração de builds, instalação e configuração de servidor de aplicação."
Desenvolvedor Front-end,São Paulo,,"Desenvolvimento web Front-end, práticas de códigos, documentação e segurança da informação, assumir a gestão de pessoas. Experiência em desenvolvimento less/"
Desenvolvedor Front - End,Curitiba,,"Corrigir e melhorar os sistemas atuais utilizados tanto por nossos clientes, quanto por nossa equipe. Desenvolver novas soluções com foco nos clientes. Desenvolver novas soluções que otimizem e facilitem o fluxo interno de trabalho."
Desenvolvedor Front-End Pleno,Jundiaí,,"Evoluir o site e as aplicações internas. Estimular e ajudar o time a usar as boas práticas de front end. Escrever código legível, facilmente testável e modificável. Levar testes automatizados a sério. Usar controle de versão. Trabalhar com metodologia ágeis."
Desenvolvedor PHP Full-Stack Júnior ou Pleno,Florianopolis,,"Conhecimento em segurança de documentos eletrônicos (certificado digital, assinatura digital, carimbo do tempo, criptografia). Desenvolvimento com PHP, Laravel, Angular, Javascript, CSS, Apache, Postgres. Automatização de testes PHPUnit e Selenium. Arquitetura com microservices Rest e containers. Sistemas com escalabilidade e alto desempenho. Aprofundamento do conhecimento nas linguagens de programação. Monitoramento e análise de desempenho e consumo de recursos para otimizações nos produtos e soluções. Configuração de ambiente de desenvolvimento. Auxílio na criação de rotinas de CI/"
Desenvolvedor Sênior,Canoas,,"Atuar com análise e desenvolvimento de sistemas em ambiente web, utilizando a linguagem c# com banco de dados SQL Server. Desenvolvimento de sistemas customizados para os mais diversos ramos de negócio. Análise e programação web em NET C#. Levantamento de requisitos junto ao usuário. Bom relacionamento e comunicação. Bom entendimento de regras de negócio. Conhecimentos em orientação de negócio. Conhecimento básico de HTML, JavaScript e CSS. Conhecimento pleno em SQL Server."
Desenvolvedor .Net - Sênior,Santo André,,Irá atuar com .
Desenvolvedor Grails / Java,Barueri,,Programador Java com conhecimento em framework Grails e que tenha experiência em .
Desenvolvedor Full Stack Sênior,Rio de Janeiro,,"Realizar os desenvolvimentos necessários para o atendimento das demandas, garantir a qualidade no código gerado, quanto aos aspectos de documentação de código, padrões de codificação e performance. Manter toda a documentação do desenvolvimento atualizada nas ferramentas. Garantir que toda demanda seja atendida nos prazos e escopo acordados."
Desenvolvedor React-Native,São Paulo,,"Será responsável por um aplicativo mobile existente e já em produção. Deverá efetuar manutenções caso necessário, acompanhamento de métricas e desenvolvimento de novas features. Desenvolvimento de testes unitários para o sistema. Auxiliar a equipe de suporte e implantação com questões internas e necessidades de clientes."
Desenvolvedor PHP Junior ou Pleno,Curitiba,,Responsável pela correção de bugs e aprimoramento do código atual em desenvolvimento PHP.
Desenvolvedor .NET / Full Stack Pleno,São Paulo,,Desenvolvimento .
Desenvolvedor Android Sênior,São Paulo,,Interagir diretamente com os motoristas que fazem as coletas de pedidos em nossos clientes visando coletar feedbacks e implementar melhorias. Interagir de perto com nossos designers e engenheiros para garantir a implementação impecável e rápida de aplicações complexas.
Desenvolvedor .NET,Jundiaí,,Atuar com asp.
Desenvolvedor WEB,Sao Leopoldo,,"Somos uma indústria que desenvolve produtos de tecnologia que integra o Hardware, Software e Mecânica em seus produtos. Colaborador ira ajudar no desenvolvimento de sistemas empresarial interno da empresa e juntamente com a equipe da engenharia no desenvolvimento de sistemas embarcados e no gerenciamento de dispositivos desenvolvidos pela Dexon."
Desenvolvedor Web / Front-End,São Paulo,,"Desenvolver em HTML, CSS e JavaScript, produzindo o layout do produto digital e criando interatividade entre os elementos da página ou do aplicativo. Verificar à performance, semântica, pixel perfection (perfeição entre o layout e o código produzido) e cross-browser. Criar o layout, enviado pela equipe de design em PSD, e o transforma em código. Neste processo, deve utiliza JavaScript diariamente para adicionar interação às suas peças. Desenvolver a interface de acordo com o projeto. Desenvolver código limpo e bem documentado. Realizar testes de unidade e resolver possíveis problemas e defeitos. Seguir os web standards, preocupar com a performance no client- side e aplicar técnicas de SEO."
Desenvolvedor Web,São Paulo,,"Desenvolvimento de plataforma Web com ASP, JavaScript, HTML e CSS, manutenção e desenvolvimento de novas funcionalidades em sistemas existentes de acordo com as necessidades do cliente; manipulação e estruturação de dados e banco MySQL e aplicações com PhoneGap para desenvolvimento mobile."
Desenvolvedor.Net,São Paulo,,Análise de requisitos. Desenvolvimento e sustentação de aplicação Full Stack. Elaboração de documentação técnica. Participação em eventos como apoio.
Desenvolvedor Web / Front-End,Goiania,,"Desenvolver em HTML, CSS e JavaScript, produzindo o layout do produto digital e criando interatividade entre os elementos da página ou do aplicativo. Verificar à performance, semântica, pixel perfection (perfeição entre o layout e o código produzido) e cross-browser. Criar o layout, enviado pela equipe de design em PSD, e o transforma em código. Neste processo, deve utiliza JavaScript diariamente para adicionar interação às suas peças. Desenvolver a interface de acordo com o projeto. Desenvolver código limpo e bem documentado. Realizar testes de unidade e resolver possíveis problemas e defeitos. Seguir os web standards, preocupar com a performance no client- side e aplicar técnicas de SEO."
DESENVOLVEDOR BACKEND,São Paulo,,Convidamos você à trabalhar em uma equipe colaborativa e dentro de uma empresa tecnológica que valoriza o crescimento e desenvolvimento profissional.
Desenvolvedor E-Commerce,Belo Horizonte,,"Superior completo ou em andamento em Sistemas de Informação, Ciências da Computação ou áreas correlatas. Lógica de programação."
Desenvolvedor Web / Front-End,Belo Horizonte,,"Desenvolver em HTML, CSS e JavaScript, produzindo o layout do produto digital e criando interatividade entre os elementos da página ou do aplicativo. Verificar à performance, semântica, pixel perfection (perfeição entre o layout e o código produzido) e cross-browser. Criar o layout, enviado pela equipe de design em PSD, e o transforma em código. Neste processo, deve utiliza JavaScript diariamente para adicionar interação às suas peças. Desenvolver a interface de acordo com o projeto. Desenvolver código limpo e bem documentado. Realizar testes de unidade e resolver possíveis problemas e defeitos. Seguir os web standards, preocupar com a performance no client- side e aplicar técnicas de SEO."
Desenvolvedor Web,Curitiba,,"Desenvolvimento em PHP, MySQL, HTML, Javascript, Bootstrap, CSS e MVC, teste e programação."
Desenvolvedor Front-end Angular Pleno,Curitiba,,"Produzir e otimizar códigos para maior performance, escalabilidade e velocidade. Zelar para que as interfaces produzidas sejam fieis aos layouts criados pelo designer. Produzir protótipos funcionais de aplicações web. Converter telas do Sketch em código html e css, incluindo a comunicação com o back end via Angular. Desenvolver novas interfaces para o usuário. Construir códigos e bibliotecas reutilizáveis para uso futuro. Garantir a viabilidade técnica dos layouts de interface do usuário. Garantir a implementação responsiva de interfaces web."
Desenvolvedor Full Stack Pleno,Brasília,,"Realiza as fases de elaboração de requisitos e da programação de sistemas, desenvolve, testa e implementa. Conhece tecnicamente as fases das atividades, identifica e orienta na solução de problemas. Elabora, coordena e orienta atividades de correção e manutenção dos programas. Codifica e realiza os testes, prepara documentação e produz manuais de operação. Realiza a implementação e a manutenção de novos sistemas. Ajusta sistemas existentes para acompanha as mudanças e necessidades dos usuários."
Desenvolvedor Fullstack Pleno,Santo André,,Missão do cargo: Atuar nas features de inovação do produto.
Desenvolvedor Front-end,Manaus,,"Programa interfaces de Web e ferramentas de edição de imagem. Executa a manutenção dos sistemas, fazendo eventuais correções necessárias. Desenvolve trabalhos de montagem, depuração e testes de programas, executando serviços de manutenção nos programas já desenvolvidos."
Desenvolvedor Java Pleno/Sênior,Brasília,,"Atuará com desenvolvimento web em HTML, JacaScript, SQL e outras linguagens."
Desenvolvedor Java Full Stack Pleno,São José,,"Receber, entender, analisar e discutir funcionalidades a serem desenvolvidas nos sistemas mantidos pela empresa, dirimindo as dúvidas e ambiguidades. Analisar, desenvolver, melhorar e corrigir funcionalidades nos sistemas mantidos pela empresa. Avaliar, propor, aplicar, melhorar e corrigir falhas de arquitetura dos frameworks desenvolvidos pela empresa. Avaliar, propor e aplicar as melhores soluções e tecnologias para problemas de desenvolvimento."
Desenvolvedor,São Paulo,,"Irá atuar com CRUD ( Cadastro [Create], Leitura [Read], Alteração [Update] e Deleção [Delete]) feito em JavaScript, Phyton, Java, Net, VB ou PHP (a escolha do candidato) que faça cadastro de produtos."
Desenvolvedor .NET,Rio de Janeiro,,"Levantamento, projeto e construção de software, desenvolvimento usando C# ."
Desenvolvedor Salesforce,Belo Horizonte,,Integração com serviços REST e worflows Versionamento git.
Desenvolvedor Java - Full Stack Pleno,Brasília,,"Desenvolvimento e manutenção de aplicações web. Realizar a manutenção e criação de novas funcionalidades. Desenvolvimento de funcionalidades no Front-End, desenvolvimento de funcionalidades no Back-End, aplica melhores práticas de documentação de código desenvolvido, desenvolver e sustentar integrações, buscar novas ferramentas e técnicas para a melhoria contínua de nossos sistemas."
